row_id,age_years,employment_length_years,annual_income_eur,loan_amount_eur,loan_duration_months,num_past_due,num_open_loans,credit_history_length_years,savings_balance_eur,checking_balance_eur,installment_rate_pct,debt_to_income_ratio,has_guarantor,housing_status,purpose,marital_status,education_level,num_dependents,has_phone,foreign_worker,commute_distance_km,digital_literacy_score,smartphone_usage_hours,online_purchase_count_last_month,late_night_activity_ratio,cash_withdrawal_ratio,returned_credit
165,54,0.6,17465,4149,48,0,2,26.6,8650,1880,18.95,0.44,0,own,furniture,single,secondary,2,1,0,12.9,89.3,2.8,1,0.34,0.55,1
166,34,1.3,34432,13612,24,0,1,7.9,4499,1732,13.95,0.8,0,rent,vacation,divorced,secondary,2,1,0,5.4,31.5,1.8,5,0.54,0.37,0
167,45,26.5,15914,9071,24,0,1,28.7,1169,-1237,4.92,0.96,0,rent,car,single,tertiary,0,1,0,5.7,50.2,3.8,9,0.09,0.46,0
168,44,1.6,49767,15143,36,0,3,20.0,0,3813,15.49,0.43,0,mortgage,furniture,single,secondary,3,1,0,16.5,87.1,1.8,4,0.34,0.7,1
169,30,2.2,31545,24568,24,4,3,2.1,0,-1903,15.42,0.35,0,own,car,married,secondary,1,0,0,7.2,89.7,1.3,2,0.03,0.6,0
170,32,5.9,10185,20492,48,1,4,11.8,9057,-243,8.72,0.26,1,mortgage,home_improvement,married,tertiary,2,1,0,8.2,51.8,3.3,3,0.3,0.68,0
171,26,5.8,24643,11129,48,0,4,0.0,4118,-168,10.04,0.62,0,mortgage,business,married,tertiary,1,1,0,29.0,72.4,7.2,2,0.29,0.1,0
172,42,2.5,13983,8745,48,2,2,17.0,0,972,4.31,0.59,0,own,other,divorced,tertiary,2,1,0,40.6,70.5,2.7,5,0.08,0.79,1
173,42,0.1,53116,7383,60,0,0,12.4,5361,2307,11.54,0.67,0,own,car,married,primary,1,1,0,14.6,77.7,3.1,9,0.18,0.32,1
174,34,11.1,40295,13437,24,1,0,12.0,0,293,12.49,0.53,0,rent,home_improvement,married,secondary,1,1,0,2.6,36.4,1.2,7,0.48,0.23,1
175,46,12.7,48074,21482,24,0,3,14.2,11607,510,17.34,0.65,0,mortgage,home_improvement,single,secondary,2,1,0,7.2,43.1,3.7,3,0.34,0.25,1
176,31,1.8,44924,11822,48,0,2,6.8,0,-1621,9.43,0.82,0,mortgage,business,married,secondary,2,1,0,3.1,73.2,3.0,4,0.03,0.48,0
177,54,2.0,32917,22352,36,1,7,31.5,5427,-447,4.41,0.59,0,free,business,single,primary,1,1,0,10.9,54.5,3.6,5,0.58,0.61,0
178,43,2.3,26116,13230,12,0,4,15.5,452,-252,14.19,0.57,0,own,business,married,secondary,0,1,0,10.1,88.4,4.7,2,0.28,0.41,1
179,30,24.7,27147,15691,24,1,4,7.0,7752,975,19.68,0.73,0,own,car,married,secondary,0,1,1,2.8,39.0,0.8,2,0.14,0.66,0
180,43,0.4,36344,17341,48,0,3,15.4,692,1392,6.16,0.69,0,mortgage,business,married,secondary,0,1,1,3.9,55.0,4.4,8,0.14,0.62,1
181,45,5.7,24529,6275,48,0,1,26.4,1909,-321,15.45,0.47,0,own,home_improvement,married,secondary,1,1,0,4.6,56.1,7.3,4,0.1,0.6,1
182,32,3.0,69716,6955,48,1,3,10.7,850,2073,4.55,0.59,1,rent,business,divorced,tertiary,0,0,0,10.8,67.2,5.9,8,0.21,0.52,1
183,49,9.1,18698,10882,24,1,1,25.4,3424,805,7.63,0.7,0,mortgage,home_improvement,married,secondary,0,1,0,3.8,45.8,6.0,4,0.27,0.35,1
184,47,7.8,53589,7533,24,0,1,22.0,1170,-162,7.96,0.43,0,own,car,married,secondary,0,1,0,8.1,78.2,5.1,5,0.33,0.6,1
185,41,2.8,45744,6471,36,0,5,21.9,249,1401,7.49,0.67,0,mortgage,other,married,primary,3,1,0,17.1,66.4,4.2,3,0.35,0.44,1
186,40,3.0,30728,4109,36,2,3,14.3,1008,-524,9.83,0.36,0,rent,business,married,secondary,1,1,0,11.7,36.4,4.4,5,0.45,0.7,1
187,37,8.0,26694,9409,36,0,1,11.9,0,400,4.02,0.42,0,own,education,married,secondary,2,1,0,22.9,68.2,2.1,5,0.55,0.84,1
188,59,3.2,36387,17224,12,1,1,37.8,20601,398,12.48,0.61,0,own,business,married,primary,1,1,0,6.4,78.4,2.9,2,0.31,0.5,1
189,40,8.0,38179,14259,60,0,1,9.2,0,1473,12.11,0.58,0,mortgage,car,married,primary,3,1,1,1.4,72.7,2.6,1,0.61,0.63,1
190,60,7.5,25330,18723,36,2,3,42.5,0,354,13.11,0.76,0,mortgage,other,divorced,secondary,2,1,0,24.2,67.5,3.3,4,0.1,0.81,0
191,46,1.8,33077,20212,24,2,3,16.1,9277,1883,9.57,0.84,0,mortgage,furniture,single,primary,1,1,0,19.4,54.2,4.9,1,0.21,0.6,0
192,40,10.7,27489,4047,36,1,2,10.5,14470,1493,8.84,0.49,0,rent,business,married,secondary,2,1,0,2.3,38.8,3.3,3,0.29,0.29,1
193,44,1.3,32737,17567,36,0,0,21.8,2259,-481,9.23,0.65,0,own,furniture,single,primary,2,0,1,10.7,69.2,4.2,5,0.13,0.4,0
194,53,1.7,29411,8429,48,0,1,32.8,0,2117,7.57,0.29,0,own,education,divorced,secondary,1,1,0,17.3,40.0,4.7,1,0.72,0.45,1
195,33,3.3,38498,20552,24,0,2,14.6,647,1755,20.45,0.25,1,rent,business,single,secondary,1,1,0,48.2,73.7,5.2,4,0.11,0.42,1
196,49,3.9,22666,39000,24,1,2,18.3,1735,583,12.49,0.82,0,mortgage,home_improvement,married,secondary,0,1,0,3.7,62.6,3.0,5,0.37,0.76,0
197,19,8.8,34770,5786,12,0,1,0.0,7530,871,9.05,1.08,1,mortgage,home_improvement,married,secondary,1,0,0,12.5,63.3,2.7,5,0.08,0.46,1
198,36,4.1,31417,9272,24,0,1,17.6,0,1711,7.6,0.72,0,rent,business,married,primary,4,1,0,16.2,78.6,1.9,3,0.27,0.52,1
199,43,27.6,7778,17289,12,0,4,16.5,5508,447,11.95,0.55,0,own,business,single,secondary,0,0,0,20.1,94.9,2.3,4,0.18,0.34,0
200,44,31.0,31263,10224,36,0,5,19.7,2597,1383,7.2,0.42,0,rent,car,single,secondary,4,1,0,16.5,76.3,6.6,5,0.2,0.63,1
201,57,6.1,20219,21974,36,1,3,36.7,4878,2109,10.86,0.56,0,mortgage,education,single,tertiary,1,1,0,5.5,62.1,2.8,6,0.24,0.19,0
202,41,3.2,40006,9466,36,0,1,12.6,0,1168,14.8,0.47,0,free,car,married,secondary,0,1,0,1.7,91.3,5.0,3,0.24,0.54,1
203,41,3.7,18966,10935,36,2,3,21.1,3201,2164,7.54,0.42,0,rent,vacation,single,secondary,0,1,0,19.1,78.2,4.0,9,0.07,0.54,1
204,35,3.2,83855,6210,12,0,3,18.2,29815,1243,16.46,0.91,1,rent,medical,married,tertiary,0,1,1,38.2,51.7,2.8,4,0.27,0.18,1
205,31,11.5,42914,20616,12,0,1,9.7,2099,2197,7.71,0.74,0,mortgage,furniture,widowed,secondary,0,1,0,13.8,67.1,6.7,3,0.26,0.43,1
206,53,0.3,11765,15861,12,0,2,33.2,0,111,14.75,0.32,0,own,car,married,secondary,2,1,0,20.1,61.8,3.6,5,0.43,0.53,0
207,40,14.2,22564,9962,24,1,1,13.4,32847,-162,9.94,0.61,0,rent,vacation,divorced,secondary,0,0,0,7.6,64.3,10.5,2,0.05,0.76,0
208,30,5.9,11721,12460,24,0,1,5.9,3814,2877,11.78,0.96,0,rent,business,married,tertiary,3,1,0,12.1,44.7,2.0,1,0.44,0.91,0
209,34,18.2,18713,2044,36,1,1,12.1,0,1682,13.03,0.49,0,mortgage,other,divorced,secondary,1,1,0,12.9,74.0,6.2,6,0.14,0.3,1
210,45,1.3,46887,7026,36,2,1,23.4,7502,-81,5.19,0.62,1,free,education,single,secondary,3,1,0,11.8,68.1,6.9,2,0.02,0.6,1
211,54,23.2,38142,13656,36,0,2,34.2,5125,40,13.4,0.51,0,mortgage,car,single,tertiary,3,1,0,18.6,23.5,3.6,3,0.5,0.68,1
212,35,2.9,34468,11622,36,1,4,15.9,0,153,10.04,0.44,0,own,home_improvement,married,primary,0,1,0,2.5,81.1,6.4,0,0.34,0.78,1
213,40,6.0,22750,11157,36,0,3,19.8,4094,571,7.39,0.42,0,mortgage,car,married,primary,0,1,0,8.9,59.3,2.3,2,0.67,0.86,1
214,53,3.7,37084,25380,24,3,3,24.0,23480,1426,15.09,0.85,0,rent,car,single,primary,1,0,0,23.7,57.8,2.3,5,0.43,0.74,0
215,41,1.0,41620,24760,48,0,1,17.0,0,1754,4.26,0.74,0,rent,business,married,secondary,2,1,1,16.8,35.5,3.4,3,0.53,0.53,0
216,24,5.2,34060,6134,48,1,2,0.0,4117,506,7.59,0.77,0,own,furniture,married,tertiary,3,1,1,6.6,54.1,1.1,3,0.69,0.77,1
217,53,8.0,19422,8775,24,2,4,31.3,1476,-220,14.98,0.63,0,mortgage,home_improvement,married,tertiary,2,1,0,8.9,83.0,2.6,3,0.52,0.66,0
218,53,7.5,17434,6311,24,0,1,33.3,0,918,20.51,0.79,0,mortgage,business,married,primary,2,1,0,7.4,70.5,6.2,6,0.42,0.54,1
219,36,14.2,24037,16243,48,0,0,14.6,18077,-590,23.08,0.76,0,rent,home_improvement,married,secondary,1,1,1,32.5,38.6,9.4,4,0.12,0.42,0
220,41,1.8,12401,6087,36,0,0,13.9,6370,1464,11.32,0.85,0,mortgage,other,married,secondary,1,1,0,4.3,71.0,4.0,6,0.34,0.65,0
221,35,6.5,46045,10330,12,2,4,8.7,31297,371,12.51,0.48,0,own,education,married,primary,1,1,0,7.3,72.0,2.2,5,0.37,0.63,1
222,32,6.1,49919,7134,48,0,2,12.8,4848,1351,6.31,0.81,0,mortgage,car,single,secondary,1,1,0,17.5,57.0,6.4,5,0.17,0.7,1
223,45,14.6,26889,9997,36,0,1,25.9,3504,2350,20.39,0.45,0,own,home_improvement,married,secondary,1,1,0,3.4,76.7,5.6,7,0.48,0.49,1
224,25,2.2,25262,17363,36,0,4,7.6,4224,-501,14.17,0.65,0,rent,home_improvement,married,secondary,1,1,0,4.8,56.9,2.9,3,0.14,0.44,0
225,39,1.3,30237,7540,36,2,1,10.4,1804,736,11.87,0.35,0,mortgage,home_improvement,married,secondary,1,1,0,26.2,86.9,12.0,5,0.24,0.25,1
226,27,10.2,10070,8391,48,1,0,6.6,0,2229,17.5,0.46,0,own,home_improvement,single,secondary,1,1,0,18.8,49.3,3.9,2,0.12,0.42,1
227,52,4.7,28114,47298,24,0,1,27.5,4241,1365,25.95,0.47,0,mortgage,medical,married,primary,1,1,0,51.1,65.7,9.3,5,0.21,0.63,0
228,21,19.0,51148,13051,24,1,4,5.0,3378,1221,21.09,0.43,0,own,car,single,secondary,0,1,0,18.0,50.4,3.7,4,0.12,0.65,1
229,29,4.7,64507,27245,24,1,0,2.3,4660,-696,6.96,0.81,0,rent,education,married,secondary,1,1,0,38.7,63.3,2.8,5,0.34,0.82,0
230,34,5.4,31856,4311,12,1,0,10.6,4908,103,15.98,0.81,0,own,education,single,primary,4,1,0,6.8,39.8,2.0,4,0.16,0.5,1
231,44,8.1,8664,5713,12,2,2,16.7,9024,2004,17.8,0.63,0,mortgage,home_improvement,married,tertiary,2,1,0,14.4,63.1,3.3,2,0.06,0.56,1
232,34,0.7,18183,8062,36,1,2,13.5,2920,-288,10.84,0.35,0,rent,car,married,primary,0,1,0,24.9,50.8,2.1,2,0.08,0.61,1
233,41,6.2,8181,6311,48,0,4,13.5,3713,1674,9.06,0.77,0,mortgage,medical,married,primary,1,0,0,2.5,89.4,12.0,1,0.28,0.31,0
234,43,2.0,67215,7500,12,1,5,19.3,12684,995,18.91,0.86,0,rent,home_improvement,single,secondary,1,1,0,14.1,68.0,4.0,6,0.35,0.33,1
235,57,1.2,25270,21581,36,0,2,28.7,29140,398,12.07,0.44,0,own,furniture,married,primary,3,1,0,24.5,78.9,1.8,4,0.32,0.58,1
236,28,33.0,25931,7045,60,0,0,6.0,0,-401,13.2,0.51,0,rent,home_improvement,married,primary,2,1,0,1.6,80.0,5.0,4,0.29,0.61,1
237,38,28.9,17956,19075,12,0,3,12.3,0,1454,20.06,0.91,0,mortgage,business,married,primary,0,1,0,7.9,55.8,2.7,2,0.15,0.61,1
238,34,4.7,18158,6395,36,0,2,2.3,1308,-258,11.65,0.75,0,rent,education,single,primary,1,1,0,5.5,60.6,2.1,4,0.08,0.5,0
239,33,6.4,21941,29605,24,0,2,9.5,4533,127,17.55,0.51,0,mortgage,car,divorced,secondary,3,1,0,2.9,82.4,2.9,6,0.12,0.87,0
240,33,13.2,37149,13942,60,1,1,9.8,2901,-2150,14.61,0.42,0,rent,furniture,married,primary,0,0,1,28.0,47.6,2.0,4,0.23,0.22,1
241,58,5.8,55104,13272,60,0,2,32.3,5535,123,9.54,0.67,0,rent,home_improvement,divorced,secondary,1,1,0,9.4,37.9,5.3,2,0.22,0.68,1
242,47,15.2,34539,27972,24,0,2,23.0,9354,2532,3.17,0.56,0,rent,furniture,married,secondary,0,1,0,3.5,47.6,2.6,4,0.64,0.89,0
243,37,9.5,20659,13619,36,0,1,14.9,5715,-578,21.12,0.66,0,mortgage,other,single,primary,2,1,0,28.7,53.8,5.6,6,0.23,0.57,1
244,42,5.2,26235,9338,36,0,0,14.2,3839,1516,11.45,0.64,0,own,education,married,primary,3,1,0,12.9,75.4,3.2,1,0.21,0.75,1
245,38,5.3,29988,10510,60,1,4,7.6,1450,2100,12.32,0.57,0,mortgage,other,divorced,secondary,1,1,0,8.1,87.5,5.6,3,0.5,0.65,1
246,41,10.2,16157,9596,24,0,0,15.4,5339,326,2.73,0.26,0,rent,business,married,primary,1,0,0,24.0,53.7,1.4,7,0.45,0.51,1
247,42,16.5,46572,4129,36,1,2,23.9,2030,1363,18.42,0.88,0,own,home_improvement,married,tertiary,2,1,0,23.1,66.2,4.9,3,0.32,0.58,1
248,29,0.7,11702,14693,12,0,6,6.6,2906,750,15.81,0.26,1,rent,business,married,secondary,0,1,0,8.2,59.3,5.4,2,0.15,0.63,0
249,36,4.4,38317,20539,60,0,2,9.9,4529,419,6.41,0.86,0,own,vacation,single,secondary,1,1,1,1.0,45.9,2.6,7,0.14,0.53,0
250,27,0.6,30217,7050,24,0,2,0.2,0,882,10.87,0.67,0,rent,car,married,primary,0,1,0,23.0,34.4,3.3,4,0.42,0.56,1
251,27,4.4,47905,22457,24,0,2,1.9,5053,305,7.15,0.21,0,mortgage,other,single,secondary,0,1,0,5.4,77.5,1.4,2,0.41,0.45,1
252,47,2.9,15314,13640,48,0,2,29.2,9963,-210,11.79,0.66,0,mortgage,education,divorced,primary,1,1,0,14.3,34.3,5.2,2,0.35,0.53,0
253,32,0.9,29474,7411,60,0,2,6.9,7109,66,9.17,0.52,0,own,car,married,secondary,0,1,0,13.3,96.4,6.3,3,0.31,0.5,1
254,38,6.5,51043,8266,24,3,2,13.9,29949,2600,6.96,0.77,0,mortgage,business,married,secondary,1,1,0,4.8,52.9,2.3,4,0.09,0.55,0
255,46,2.2,47087,21587,36,0,1,26.4,1057,1564,6.55,0.24,0,own,car,single,primary,3,1,0,14.2,64.1,2.9,6,0.11,0.71,1
256,30,11.4,22855,5300,12,0,0,0.5,2254,451,15.41,0.66,0,mortgage,car,married,tertiary,2,1,1,8.4,46.6,1.3,2,0.41,0.48,1
257,33,1.9,13867,28185,36,0,1,5.1,6305,675,11.36,0.98,0,rent,medical,married,tertiary,3,1,0,13.4,72.6,8.3,6,0.15,0.46,0
258,43,1.6,30600,6521,12,0,6,22.9,4382,173,19.94,0.77,0,rent,business,single,secondary,2,1,0,5.0,79.3,3.3,8,0.38,0.66,1
259,28,6.4,34929,4745,36,0,1,0.3,3249,1030,4.05,0.8,0,mortgage,car,single,primary,1,1,0,17.9,59.5,5.2,5,0.34,0.55,1
260,33,1.3,59837,5843,12,0,1,7.5,2772,1684,5.93,0.4,0,mortgage,car,married,secondary,0,1,1,11.6,54.4,2.9,6,0.16,0.37,1
261,30,8.9,16438,12658,36,0,2,7.1,0,-213,14.79,0.27,0,own,home_improvement,single,primary,0,1,0,10.7,53.5,1.6,7,0.15,0.64,1
262,28,6.0,14313,2808,12,0,2,3.2,11492,843,18.78,0.46,0,mortgage,home_improvement,divorced,tertiary,0,1,0,3.6,73.9,4.4,5,0.39,0.44,1
263,34,8.4,20398,4071,48,0,2,3.8,3996,-1521,6.61,0.35,0,own,business,single,secondary,1,1,0,6.3,72.5,3.4,2,0.44,0.4,1
264,40,5.2,29251,7196,36,1,1,20.1,7735,537,19.27,0.46,0,rent,vacation,married,tertiary,0,1,0,12.4,70.7,1.4,4,0.27,0.85,1
265,35,4.2,58081,12980,60,1,0,9.6,0,1596,17.84,0.59,0,own,business,single,primary,1,1,1,6.4,73.2,2.0,3,0.6,0.78,1
266,20,4.5,19382,22379,60,2,1,0.0,5089,2427,11.78,0.44,0,rent,home_improvement,married,primary,0,1,0,6.3,60.6,10.0,5,0.51,0.87,0
267,34,0.2,37257,10632,24,0,4,7.4,0,626,17.99,0.67,1,own,vacation,married,primary,0,1,0,1.1,78.4,2.5,4,0.24,0.5,1
268,22,5.5,29475,9865,12,0,1,0.0,0,395,13.21,0.37,0,own,home_improvement,divorced,secondary,0,1,0,22.2,60.6,2.8,0,0.18,0.72,1
269,61,5.6,89395,3949,36,0,4,28.1,7543,-613,14.26,0.3,0,mortgage,car,married,secondary,0,1,0,6.1,51.0,6.1,5,0.23,0.58,1
270,43,0.9,104245,8014,12,0,1,18.8,23837,-677,9.14,0.37,0,rent,car,married,primary,0,1,0,21.6,43.3,1.1,3,0.44,0.33,1
271,48,1.1,43705,4749,24,2,4,31.1,4487,2555,8.51,0.61,0,rent,furniture,married,secondary,1,1,0,5.5,45.5,2.0,1,0.34,0.48,1
272,40,13.6,39575,17606,48,0,2,13.5,1016,451,17.04,0.5,0,own,business,married,secondary,2,1,0,8.1,58.7,2.5,1,0.45,0.5,1
273,34,3.7,31246,3921,12,0,4,13.3,0,-685,15.45,0.49,0,mortgage,home_improvement,married,primary,0,1,0,23.5,61.8,4.3,8,0.3,0.49,1
274,27,7.0,20733,14248,12,1,4,8.4,0,626,13.72,0.42,0,own,home_improvement,married,secondary,4,1,0,1.9,49.0,5.4,3,0.25,0.56,0
275,51,0.3,21105,25068,36,1,0,27.8,5897,1919,12.27,0.6,0,mortgage,car,divorced,secondary,0,1,0,35.1,54.7,4.8,2,0.23,0.64,0
276,59,4.5,21736,4405,48,0,0,38.5,17547,2293,13.72,0.49,0,own,business,single,secondary,2,0,0,12.6,56.2,3.0,5,0.3,0.61,1
277,38,20.9,25655,6576,48,0,3,14.0,0,1702,12.04,0.63,0,free,car,single,secondary,2,1,0,5.5,46.1,2.8,2,0.41,0.33,1
278,26,2.6,32241,17518,24,0,1,0.0,0,728,8.9,0.42,1,mortgage,home_improvement,single,tertiary,2,1,0,3.2,91.6,3.3,2,0.35,0.46,1
279,58,6.3,14431,1994,36,0,4,37.5,4498,-608,13.23,0.79,0,rent,car,married,secondary,0,1,0,3.0,78.9,7.0,3,0.43,0.51,1
280,31,17.0,20668,14463,48,2,4,9.9,9295,429,9.68,0.8,0,rent,vacation,single,primary,2,1,0,7.0,51.6,1.6,4,0.44,0.43,0
281,36,7.7,30074,9833,36,1,6,17.8,243,-132,12.03,0.76,0,mortgage,business,married,primary,0,1,0,13.6,82.5,3.8,3,0.76,0.59,0
282,58,5.6,27954,4628,36,0,2,42.7,1612,166,16.27,0.7,0,mortgage,car,single,tertiary,0,1,0,7.2,74.6,2.1,8,0.31,0.38,1
283,25,6.0,55262,6250,36,0,1,10.2,1370,492,8.07,0.62,0,mortgage,business,married,tertiary,2,1,0,34.6,56.2,2.0,3,0.1,0.91,1
284,21,4.8,57371,21298,48,0,0,0.0,1456,2653,6.73,0.78,0,mortgage,business,single,secondary,2,1,0,7.0,69.0,4.3,6,0.03,0.42,0
285,54,2.5,27876,11331,24,2,3,34.2,10709,-1221,9.42,0.53,0,rent,car,married,secondary,0,0,0,12.5,70.8,1.9,4,0.55,0.68,0
286,56,14.0,34999,3648,24,0,0,25.3,2206,2134,3.78,0.79,0,mortgage,business,single,tertiary,0,1,0,10.3,49.4,2.4,7,0.38,0.81,1
287,57,4.6,35667,11939,12,0,1,38.6,5274,-418,5.79,0.85,0,own,car,single,primary,3,1,0,11.5,88.3,2.1,2,0.13,0.59,0
288,54,3.0,21915,4200,24,0,2,24.4,5317,936,12.35,0.45,0,own,car,single,primary,0,1,0,9.4,58.3,6.2,4,0.32,0.42,1
289,48,1.5,40727,5129,36,2,1,25.6,5744,1095,17.76,0.89,0,mortgage,home_improvement,married,secondary,0,1,1,39.6,57.2,1.9,2,0.21,0.83,1
290,46,8.6,38551,2821,36,1,3,19.8,16577,750,3.66,0.41,0,mortgage,other,divorced,primary,0,1,0,6.3,47.7,1.1,4,0.31,0.66,1
291,37,12.7,18483,62160,24,1,7,9.0,2138,283,5.51,0.75,0,mortgage,education,single,secondary,1,1,0,13.1,83.1,2.6,3,0.31,0.79,0
292,34,5.3,16915,14071,24,0,2,14.4,3404,2426,11.29,0.63,0,mortgage,business,married,secondary,2,1,0,8.3,60.3,2.2,5,0.16,0.26,0
293,50,1.3,9954,2418,48,0,2,23.9,0,-1827,8.29,0.27,0,mortgage,education,single,tertiary,0,1,0,13.7,57.2,1.6,4,0.16,0.71,1
294,35,6.2,66283,9157,60,2,2,17.2,0,-364,9.71,0.69,0,mortgage,car,married,secondary,1,1,0,12.5,44.5,2.2,7,0.15,0.24,1
295,28,4.1,16539,26526,36,1,2,6.7,10875,-388,11.81,0.88,0,own,business,married,secondary,1,0,0,28.2,38.4,1.7,4,0.32,0.83,0
296,43,3.6,29966,12363,36,2,0,26.1,10978,502,10.26,0.76,0,own,education,married,secondary,0,1,0,1.1,79.9,2.0,2,0.29,0.59,0
297,34,10.8,26306,3737,60,3,2,11.3,0,-588,10.14,1.03,1,mortgage,furniture,single,secondary,2,1,0,9.4,59.5,1.9,4,0.38,0.11,0
298,44,1.1,13591,6024,48,1,4,25.8,0,576,7.0,0.48,0,rent,other,single,primary,2,1,0,2.5,68.4,1.3,2,0.39,0.48,1
299,34,0.1,43805,10356,36,0,2,4.8,0,364,13.46,0.72,0,rent,furniture,single,tertiary,1,1,0,7.4,65.2,1.3,4,0.17,0.29,1
300,40,5.5,21707,19893,12,5,5,16.4,0,764,6.92,0.71,0,own,car,married,secondary,2,1,0,5.3,65.3,5.6,3,0.09,0.8,0
301,44,4.4,26621,13475,48,0,1,17.9,1113,-1263,6.44,1.17,0,mortgage,home_improvement,divorced,primary,0,1,0,3.5,66.3,6.7,3,0.21,0.34,0
302,37,0.9,39572,4894,36,2,3,14.1,5944,595,12.95,0.74,0,rent,car,single,secondary,0,1,0,15.8,54.8,3.9,1,0.02,0.24,1
303,24,2.9,23317,26072,36,0,2,4.0,0,2070,6.42,0.45,0,rent,home_improvement,married,secondary,0,1,0,10.1,64.3,8.5,1,0.14,0.73,1
304,30,1.6,63856,18966,24,0,3,4.9,14758,1776,13.73,0.53,0,mortgage,furniture,single,tertiary,0,1,0,7.7,58.3,4.8,5,0.13,0.49,1
305,51,12.0,35047,10927,12,0,3,28.9,1580,1745,16.8,0.59,0,free,car,married,tertiary,0,1,1,20.7,60.1,1.9,8,0.26,0.52,1
306,55,9.5,11150,8156,36,2,1,37.5,2425,-594,12.26,0.64,0,rent,business,single,primary,0,1,0,9.1,47.6,6.7,4,0.53,0.74,0
307,30,13.2,22150,37566,48,1,4,7.0,14143,1891,12.97,0.33,0,mortgage,business,single,tertiary,1,1,0,24.6,43.8,6.6,3,0.32,0.32,0
308,41,0.9,73216,6235,12,2,0,21.0,0,1112,24.15,0.67,0,own,home_improvement,married,secondary,0,1,0,6.0,89.0,4.3,5,0.18,0.6,1
309,35,1.3,30409,12338,36,2,5,11.5,0,34,4.36,0.12,0,mortgage,education,married,tertiary,0,1,1,3.0,73.9,6.8,8,0.3,0.61,1
310,33,2.3,5242,4012,24,0,0,3.9,1165,1119,13.3,0.58,0,rent,home_improvement,married,secondary,0,1,0,7.4,58.7,2.4,6,0.46,0.67,1
311,26,1.8,88390,16683,36,0,2,11.6,44986,1471,17.47,0.91,0,rent,home_improvement,single,tertiary,0,1,0,49.5,35.1,4.2,4,0.18,0.36,1
312,32,12.4,38662,18127,60,0,2,6.7,6940,384,12.53,0.85,0,own,furniture,divorced,tertiary,3,1,0,2.4,63.5,5.2,1,0.54,0.34,1
313,33,0.2,30690,2933,60,3,4,13.1,0,858,14.62,0.82,0,rent,education,single,primary,1,1,0,18.2,42.0,1.4,4,0.4,0.41,1
314,49,5.6,40615,30774,24,3,3,33.0,1235,-152,11.53,0.66,0,own,car,single,tertiary,1,1,0,2.8,47.9,3.0,3,0.46,0.47,0
315,54,0.2,67887,9492,60,0,2,33.1,1756,1318,7.76,0.55,0,own,home_improvement,single,tertiary,2,1,0,3.7,56.8,3.2,7,0.15,0.57,1
316,66,1.9,17245,4224,60,0,1,34.0,0,214,14.76,0.71,0,free,furniture,married,secondary,2,1,0,23.0,68.1,5.3,3,0.31,0.46,1
317,45,5.2,46716,7143,36,0,1,22.0,3220,108,9.06,0.63,0,mortgage,education,married,secondary,2,1,0,11.3,57.0,3.6,8,0.3,0.56,1
318,37,0.2,40040,11382,12,0,6,20.9,4792,1809,6.67,0.42,0,mortgage,other,single,tertiary,2,1,0,5.6,69.5,3.8,4,0.36,0.5,1
319,45,2.9,26605,7236,36,0,3,19.3,0,1111,21.97,0.77,0,mortgage,education,divorced,primary,1,1,1,7.9,46.1,6.3,1,0.05,0.54,1
320,44,2.6,31352,10907,48,1,3,22.3,0,-2359,10.77,0.61,0,own,furniture,married,secondary,0,1,0,13.6,59.4,1.8,4,0.13,0.6,1
321,42,7.9,49771,18385,48,0,3,16.6,0,298,13.16,0.79,0,own,home_improvement,divorced,secondary,0,1,0,5.4,37.7,3.5,7,0.05,0.69,1
322,28,2.7,25801,18652,24,0,2,4.4,4583,401,9.31,0.63,0,own,business,married,secondary,1,1,0,6.1,64.0,3.8,8,0.37,0.53,0
323,50,7.0,14017,3293,24,1,1,23.6,0,717,10.54,0.62,0,rent,home_improvement,married,secondary,0,1,0,15.2,50.2,2.1,4,0.25,0.58,1
324,28,6.3,70598,1814,48,1,4,3.1,7207,-2144,15.04,0.4,0,mortgage,car,married,secondary,2,1,0,19.0,83.4,6.6,7,0.25,0.41,1
325,51,4.3,74881,9536,24,1,1,24.8,0,2926,16.88,0.42,0,own,car,married,primary,0,1,0,11.4,90.8,3.4,5,0.14,0.52,1
326,63,5.2,55820,7551,36,1,2,37.6,0,-951,7.57,0.53,0,own,vacation,single,primary,0,1,0,26.1,46.7,4.4,5,0.41,0.56,1
327,27,8.4,19412,13949,24,0,2,0.6,1350,1780,14.46,0.6,0,own,car,married,secondary,0,0,0,18.7,61.1,4.5,2,0.11,0.71,0
328,52,19.8,45221,53891,36,1,2,28.2,2566,258,16.2,0.55,0,free,home_improvement,single,secondary,2,0,0,18.9,63.1,2.7,6,0.34,0.45,0
329,56,18.8,31360,7665,12,1,1,29.5,3568,2003,5.88,0.8,0,free,business,married,primary,4,1,0,8.5,75.1,5.0,3,0.67,0.9,1
330,50,15.3,90136,10702,60,2,2,19.9,1763,-1459,21.11,0.35,1,free,car,single,tertiary,0,1,0,28.5,30.4,2.5,3,0.49,0.64,1
331,44,10.4,28471,11353,24,0,2,16.3,3438,2,8.51,0.7,0,own,vacation,single,primary,2,1,0,3.9,36.8,5.0,7,0.19,0.52,0
